word,reliable,unreliable,average reliable,avg unrelabie
featuring,240,64,176,0.210526316
temporary,287,111,176,0.278894472
management,313,137,176,0.304444444
serves,360,184,176,0.338235294
views,553,377,176,0.405376344
partner,336,159,177,0.321212121
canceled,215,37,178,0.146825397
contributed,303,125,178,0.292056075
200,424,246,178,0.367164179
published,1105,927,178,0.456200787
stop,1198,1020,178,0.45987376
cuts,291,112,179,0.277915633
aggressive,379,200,179,0.345423143
serving,398,219,179,0.354943274
gun,448,269,179,0.375174338
separate,510,331,179,0.393579073
position,820,641,179,0.438740589
125,200,20,180,0.090909091
actress,212,32,180,0.131147541
trial,360,180,180,0.333333333
impact,565,385,180,0.405263158
station,323,142,181,0.305376344
emotional,330,149,181,0.311064718
waiting,505,324,181,0.390832328
battle,540,359,181,0.399332592
effect,617,436,181,0.414055081
briefly,241,59,182,0.196666667
style,280,98,182,0.259259259
diplomatic,308,126,182,0.290322581
affected,345,163,182,0.320866142
block,465,283,182,0.378342246
female,486,304,182,0.384810127
suggesting,398,215,183,0.350734095
involving,434,251,183,0.366423358
economic,1054,871,183,0.452467532
sharply,237,53,184,0.182758621
senator,274,90,184,0.247252747
owner,333,149,184,0.309128631
continuing,416,232,184,0.358024691
streets,425,241,184,0.361861862
signs,483,299,184,0.382352941
14,413,228,185,0.355694228
details,630,445,185,0.413953488
previously,651,466,185,0.417188899
football,273,87,186,0.241666667
newspaper,400,214,186,0.348534202
turning,514,328,186,0.389548694
song,242,55,187,0.185185185
scrutiny,261,73,188,0.218562874
apply,358,170,188,0.321969697
placed,458,270,188,0.370879121
history,1168,980,188,0.456238361
actor,267,78,189,0.226086957
formal,298,109,189,0.267813268
pledged,313,124,189,0.28375286
onto,531,342,189,0.391752577
confirmed,662,473,189,0.416740088
protect,870,681,189,0.439071567
governing,258,68,190,0.208588957
harder,311,121,190,0.280092593
inspired,315,125,190,0.284090909
emergency,395,205,190,0.341666667
2013,470,280,190,0.373333333
space,505,315,190,0.384146341
immigrant,254,63,191,0.19873817
columnist,270,79,191,0.226361032
conservatives,318,127,191,0.285393258
attend,346,155,191,0.309381238
hoping,367,176,191,0.32412523
2010,369,178,191,0.325411335
climate,471,280,191,0.372836218
losing,498,307,191,0.38136646
multiple,656,465,191,0.414808207
telling,690,499,191,0.419680404
homes,348,156,192,0.30952381
schools,378,186,192,0.329787234
proved,400,208,192,0.342105263
lines,450,258,192,0.36440678
individual,580,388,192,0.400826446
ask,770,578,192,0.428783383
gay,311,118,193,0.275058275
carrying,446,253,193,0.361945637
sort,676,483,193,0.416738568
injured,309,115,194,0.271226415
determined,477,283,194,0.372368421
board,502,308,194,0.380246914
tech,259,64,195,0.198142415
favorite,430,235,195,0.353383459
build,718,523,195,0.421434327
complained,276,80,196,0.224719101
dinner,328,132,196,0.286956522
agencies,503,307,196,0.379012346
giving,794,598,196,0.429597701
90,319,122,197,0.276643991
rose,328,131,197,0.28540305
concluded,394,197,197,0.333333333
international,1039,842,197,0.447634237
traffic,313,115,198,0.268691589
condition,391,193,198,0.330479452
walk,455,257,198,0.360955056
18,456,258,198,0.361344538
helping,598,400,198,0.400801603
quick,404,205,199,0.336617406
claimed,790,591,199,0.42795076
private,1201,1002,199,0.454834317
denounced,255,55,200,0.177419355
relatives,265,65,200,0.196969697
veteran,334,134,200,0.286324786
insurance,373,173,200,0.316849817
manager,378,178,200,0.320143885
keeping,535,335,200,0.385057471
lack,723,523,200,0.419743178
driver,268,67,201,0.2
entering,373,172,201,0.31559633
begun,393,192,201,0.328205128
break,652,451,201,0.408884859
fill,357,155,202,0.302734375
walking,366,164,202,0.309433962
prepared,508,306,202,0.375921376
period,562,360,202,0.390455531
piece,568,366,202,0.391862955
short,809,607,202,0.428672316
fled,298,95,203,0.24173028
describing,337,134,203,0.284501062
worry,401,198,203,0.330550918
aimed,446,243,203,0.352685051
ties,556,353,203,0.388338834
miss,321,117,204,0.267123288
frequently,361,157,204,0.303088803
forward,730,526,204,0.418789809
makes,1217,1012,205,0.454015253
table,328,122,206,0.271111111
commitment,359,153,206,0.298828125
intense,371,165,206,0.307835821
driving,431,225,206,0.342987805
learned,618,412,206,0.4
rising,449,242,207,0.350217077
celebrated,272,64,208,0.19047619
round,374,166,208,0.307407407
deliver,390,182,208,0.318181818
professional,415,207,208,0.332797428
feeling,498,290,208,0.368020305
agreement,527,319,208,0.377068558
warned,596,388,208,0.394308943
action,776,568,208,0.422619048
list,845,637,208,0.429824561
nomination,317,108,209,0.254117647
smaller,381,172,209,0.311030741
closely,426,217,209,0.33748056
education,464,255,209,0.354659249
process,984,775,209,0.440591245
presidential,1883,1674,209,0.47062131
traveling,308,98,210,0.24137931
grown,386,176,210,0.31316726
entered,424,214,210,0.335423197
feels,428,218,210,0.3374613
approved,429,219,210,0.337962963
unlikely,453,243,210,0.349137931
bringing,473,263,210,0.357336957
drive,482,272,210,0.360742706
limited,520,310,210,0.373493976
seek,601,391,210,0.394153226
ambassador,325,114,211,0.259681093
directed,382,171,211,0.309222423
planning,499,288,211,0.365946633
project,521,310,211,0.373044525
cast,543,332,211,0.379428571
immediately,710,499,211,0.4127378
important,1510,1299,211,0.46244215
point,1513,1302,211,0.462522202
pair,283,71,212,0.200564972
advocates,314,102,212,0.245192308
invited,387,175,212,0.3113879
hopes,460,248,212,0.350282486
closed,463,251,212,0.351540616
allowing,519,307,212,0.371670702
ultimately,577,365,212,0.387473461
full,1341,1129,212,0.45708502
hired,376,163,213,0.302411874
paying,496,283,213,0.363286264
radio,518,305,213,0.370595383
higher,696,483,213,0.409669211
future,1024,811,213,0.441961853
continue,1345,1132,213,0.457004441
stars,291,77,214,0.20923913
customers,320,106,214,0.248826291
putting,598,384,214,0.391038697
confirmation,296,81,215,0.214854111
spoken,317,102,215,0.243436754
defended,333,118,215,0.261640798
old,996,780,216,0.439189189
arguing,338,121,217,0.263616558
main,791,574,217,0.420512821
critic,264,46,218,0.148387097
complicated,318,100,218,0.23923445
programs,435,217,218,0.332822086
estimated,485,267,218,0.355053191
hear,688,470,218,0.405872193
anonymity,243,24,219,0.08988764
conversations,306,87,219,0.221374046
shortly,363,144,219,0.284023669
decisions,451,232,219,0.339677892
talked,470,251,219,0.348127601
defense,669,450,219,0.402144772
opportunity,679,460,219,0.403863038
bit,704,485,219,0.407905803
stepped,324,104,220,0.242990654
13,422,202,220,0.323717949
terms,698,478,220,0.406462585
title,331,110,221,0.249433107
hurt,384,163,221,0.297989031
finding,474,253,221,0.348005502
carry,575,354,221,0.381054898
killing,616,395,221,0.390702275
ahead,624,403,221,0.392405063
voted,641,420,221,0.395852969
rarely,341,119,222,0.258695652
moments,345,123,222,0.262820513
commercial,361,138,223,0.276553106
draw,398,175,223,0.305410122
places,582,359,223,0.381509033
talking,894,671,223,0.428753994
personal,1012,789,223,0.43808995
hospital,349,125,224,0.26371308
digital,361,137,224,0.275100402
hour,434,210,224,0.326086957
2012,554,330,224,0.373303167
chance,773,549,224,0.415279879
games,296,71,225,0.19346049
visited,386,161,225,0.294332724
although,663,438,225,0.397820163
allow,955,730,225,0.433234421
prosecutors,317,91,226,0.223039216
district,357,131,226,0.268442623
slow,379,153,226,0.287593985
declared,604,378,226,0.384928717
medical,632,406,226,0.391136802
subject,634,408,226,0.391554702
cabinet,320,93,227,0.225181598
lawsuit,361,134,227,0.270707071
questioned,382,155,227,0.288640596
southern,406,179,227,0.305982906
initial,433,206,227,0.322378717
larger,532,305,227,0.364396655
lower,617,390,227,0.387288977
street,442,214,228,0.326219512
dismissed,368,139,229,0.274161736
track,467,238,229,0.337588652
language,475,246,229,0.341192788
event,732,503,229,0.407287449
appear,769,540,229,0.412528648
single,934,705,229,0.430140329
reports,1140,911,229,0.444173574
movie,400,170,230,0.298245614
60,464,234,230,0.335243553
charge,575,345,230,0.375
latest,1031,801,230,0.437227074
wore,269,38,231,0.123778502
seat,350,119,231,0.253731343
familiar,475,244,231,0.339360223
goal,582,351,231,0.376205788
raise,593,362,231,0.379057592
market,679,448,231,0.397515528
release,707,476,231,0.402366864
terrorist,662,430,232,0.393772894
foreign,1308,1076,232,0.451342282
picked,359,126,233,0.259793814
alongside,351,117,234,0.25
test,501,267,234,0.34765625
forced,824,590,234,0.417256011
emerged,430,195,235,0.312
standing,590,355,235,0.375661376
usually,604,369,235,0.379239466
earned,386,150,236,0.279850746
network,574,338,236,0.370614035
de,638,402,236,0.386538462
challenges,386,149,237,0.278504673
shift,462,225,237,0.327510917
fight,1086,849,237,0.43875969
person,1213,976,237,0.445865692
analysts,357,119,238,0.25
appearance,411,173,238,0.296232877
enforcement,685,447,238,0.394876325
assistant,338,99,239,0.226544622
runs,510,271,239,0.346991037
hotel,332,92,240,0.216981132
victims,501,261,240,0.342519685
concern,603,363,240,0.375776398
trade,677,437,240,0.392280072
ability,754,514,240,0.405362776
hold,943,703,240,0.42709599
restaurant,294,53,241,0.152737752
finished,319,78,241,0.196473552
film,467,226,241,0.326118326
costs,455,213,242,0.318862275
11,666,424,242,0.388990826
estate,384,141,243,0.268571429
raising,470,227,243,0.325681492
buy,647,404,243,0.384395814
account,694,451,243,0.393886463
drove,325,81,244,0.199507389
generally,502,258,244,0.339473684
changed,646,402,244,0.383587786
probably,1068,824,244,0.43551797
afternoon,329,84,245,0.203389831
brief,373,128,245,0.255489022
setting,442,197,245,0.30829421
holding,687,442,245,0.3914969
longer,1039,794,245,0.433169667
budget,423,177,246,0.295
relatively,488,242,246,0.331506849
wife,624,378,246,0.377245509
nonprofit,298,51,247,0.146131805
noting,404,157,247,0.279857398
request,470,223,247,0.321789322
couple,692,445,247,0.391380827
press,931,684,247,0.423529412
side,967,720,247,0.426793124
speaking,676,428,248,0.387681159
increase,814,566,248,0.410144928
view,824,576,248,0.411428571
2015,830,582,248,0.412181303
certain,961,713,248,0.425925926
lives,965,717,248,0.42627824
meetings,377,128,249,0.253465347
decade,429,180,249,0.295566502
feet,436,186,250,0.29903537
filled,464,214,250,0.315634218
coverage,484,234,250,0.325905292
watching,534,284,250,0.347188264
transition,447,196,251,0.304821151
dropped,498,247,251,0.331543624
starting,588,337,251,0.364324324
study,724,473,251,0.395154553
partly,336,84,252,0.2
advisers,352,100,252,0.221238938
associate,354,102,252,0.223684211
proposal,362,110,252,0.233050847
spend,584,332,252,0.362445415
teams,313,60,253,0.160857909
art,383,130,253,0.253411306
delivered,470,217,253,0.315866084
cited,474,221,253,0.317985612
names,505,252,253,0.332892999
provided,829,576,253,0.409964413
risk,750,496,254,0.398073836
player,338,83,255,0.197149644
opposition,684,429,255,0.385444744
faces,433,177,256,0.290163934
offering,470,214,256,0.312865497
industry,641,385,256,0.375243665
works,674,418,256,0.382783883
idea,1127,871,256,0.435935936
interviews,394,136,258,0.256603774
insisted,414,156,258,0.273684211
pick,478,220,258,0.315186246
cities,547,289,258,0.34569378
vowed,343,84,259,0.196721311
traveled,345,86,259,0.199535963
minister,458,199,259,0.302891933
facing,611,352,259,0.365524403
eager,359,99,260,0.216157205
rare,399,139,260,0.258364312
players,409,149,260,0.26702509
leadership,585,325,260,0.357142857
biggest,856,596,260,0.41046832
congressional,466,205,261,0.305514158
speak,779,518,261,0.399383192
thousands,1131,870,261,0.434782609
analyst,408,146,262,0.263537906
sitting,519,257,262,0.331185567
service,734,472,262,0.391376451
twice,437,174,263,0.284779051
technology,549,286,263,0.34251497
ways,788,525,263,0.399847677
rather,1208,945,263,0.438922434
unusual,418,154,264,0.269230769
fired,498,234,264,0.319672131
editor,529,265,264,0.333753149
pass,572,308,264,0.35
12,614,350,264,0.363070539
repeal,321,56,265,0.148541114
rejected,447,181,266,0.288216561
7,618,352,266,0.362886598
supported,691,425,266,0.380824373
bring,1104,838,266,0.431513903
drawn,387,120,267,0.236686391
evening,411,144,267,0.259459459
promise,531,264,267,0.332075472
decided,923,656,267,0.415452818
typically,409,141,268,0.256363636
scene,424,156,268,0.268965517
central,641,373,268,0.367850099
additional,646,378,268,0.369140625
committee,444,175,269,0.282714055
shooting,494,225,269,0.312934631
response,920,651,269,0.414385742
appeal,422,152,270,0.264808362
initially,424,154,270,0.266435986
season,430,160,270,0.271186441
services,564,294,270,0.342657343
charges,654,384,270,0.369942197
tour,330,59,271,0.151670951
avoid,743,472,271,0.388477366
beyond,839,568,271,0.403695807
married,410,138,272,0.251824818
game,615,341,274,0.356694561
asking,650,376,274,0.366471735
decades,723,449,274,0.383105802
again,1094,820,274,0.428422153
businesses,432,157,275,0.26655348
pointed,653,378,275,0.366634336
experience,800,525,275,0.396226415
wall,451,175,276,0.279552716
financial,1040,764,276,0.423503326
campaign,2128,1852,276,0.465326633
governor,400,123,277,0.235181644
gathered,425,148,277,0.258289703
prompted,376,97,279,0.205073996
broader,383,104,279,0.213552361
shared,661,382,279,0.366251198
measure,467,187,280,0.285932722
sales,425,144,281,0.253075571
push,698,417,281,0.373991031
paid,825,544,281,0.397370343
unclear,389,107,282,0.215725806
fewer,418,136,282,0.245487365
yet,1422,1140,282,0.444964871
despite,1033,749,284,0.420314254
done,1313,1029,284,0.439368061
things,1688,1404,284,0.454075032
meant,706,421,285,0.373558119
living,990,705,285,0.415929204
leading,1001,716,285,0.417006407
weekdays,288,2,286,0.006896552
wearing,479,193,286,0.287202381
required,630,344,286,0.353182752
mayor,365,78,287,0.176072235
broadcast,421,134,287,0.241441441
citing,447,160,287,0.263591433
repeatedly,643,356,287,0.356356356
age,656,368,288,0.359375
critical,692,404,288,0.368613139
data,767,479,288,0.384430177
inside,876,588,288,0.401639344
replace,499,210,289,0.296191819
town,584,295,289,0.335608646
organization,694,404,290,0.367941712
episode,394,103,291,0.207243461
bar,395,104,291,0.208416834
crucial,456,165,291,0.265700483
success,526,234,292,0.307894737
voice,553,261,292,0.320638821
department,465,172,293,0.270015699
responded,520,227,293,0.303882195
significant,863,570,293,0.397766923
moving,705,411,294,0.36827957
2014,718,424,294,0.371278459
colleagues,434,139,295,0.242582897
safety,571,276,295,0.325855962
reach,747,452,295,0.376980817
watched,444,148,296,0.25
conversation,489,192,297,0.281938326
pushed,589,292,297,0.331441544
struggled,347,49,298,0.123737374
broad,421,123,298,0.226102941
tough,464,166,298,0.263492063
worried,480,182,298,0.274924471
daughter,533,235,298,0.305989583
lawyers,437,138,299,0.24
gone,720,421,299,0.368974584
sat,428,128,300,0.230215827
minutes,633,333,300,0.344720497
hope,1049,749,300,0.416573971
apartment,360,59,301,0.140811456
struggling,414,113,301,0.214421252
struck,473,172,301,0.266666667
ban,496,195,301,0.282199711
publicly,629,328,301,0.342737722
likely,1630,1329,301,0.449138222
deeply,609,307,302,0.335152838
arrested,614,311,303,0.336216216
tax,711,408,303,0.36461126
heard,910,607,303,0.400131839
neighborhood,383,79,304,0.170995671
traditional,623,319,304,0.338641189
able,1567,1263,304,0.446289753
summer,511,206,305,0.287308229
reached,798,493,305,0.381874516
continued,857,552,305,0.391767211
introduced,461,155,306,0.251623377
promised,622,316,306,0.336886994
politics,735,429,306,0.368556701
sold,568,260,308,0.314009662
ordered,519,210,309,0.288065844
floor,406,96,310,0.19123506
praised,407,97,310,0.192460317
legislation,462,152,310,0.247557003
drug,552,242,310,0.304785894
perhaps,912,602,310,0.397622193
amid,482,170,312,0.260736196
changes,702,390,312,0.357142857
third,907,595,312,0.396138482
money,1449,1137,312,0.439675174
spokeswoman,384,71,313,0.156043956
proposed,557,244,313,0.304619226
identified,567,254,313,0.309378806
compared,645,332,313,0.339815763
briefing,355,41,314,0.103535354
bought,484,170,314,0.259938838
version,677,363,314,0.349038462
includes,708,394,314,0.35753176
passed,726,412,314,0.362038664
walked,439,124,315,0.220248668
filed,561,246,315,0.304832714
widely,571,256,315,0.3095526
denied,604,289,315,0.323628219
cases,685,370,315,0.3507109
respond,563,247,316,0.304938272
pulled,516,199,317,0.278321678
rights,1049,732,317,0.411005053
telephone,388,70,318,0.152838428
retired,484,166,318,0.255384615
spending,608,290,318,0.322939866
firm,547,228,319,0.294193548
tell,1186,867,319,0.422308816
executives,397,77,320,0.162447257
immigrants,524,204,320,0.28021978
attention,883,563,320,0.389349931
crowd,548,227,321,0.292903226
moment,822,501,321,0.378684807
record,837,516,321,0.381374723
audience,487,165,322,0.253067485
attorney,571,249,322,0.303658537
sports,406,83,323,0.169734151
involved,1027,704,323,0.406701329
using,1535,1212,323,0.441208591
change,1596,1273,323,0.443708609
fans,427,103,324,0.194339623
fell,575,251,324,0.303874092
stood,584,260,324,0.308056872
challenge,592,268,324,0.311627907
eventually,738,414,324,0.359375
15,813,489,324,0.375576037
previous,850,526,324,0.382267442
aides,430,105,325,0.196261682
prime,516,191,325,0.270155587
sign,824,499,325,0.377173091
research,819,493,326,0.375762195
sent,1217,890,327,0.422401519
lawmakers,441,113,328,0.203971119
border,642,313,329,0.327748691
need,2332,2003,329,0.462053057
turn,1157,827,330,0.416834677
debate,762,431,331,0.361274099
parents,576,244,332,0.297560976
student,544,211,333,0.279470199
40,680,347,333,0.337877313
hundreds,851,518,333,0.378378378
knew,888,555,333,0.384615385
failed,919,586,333,0.389368771
provide,1069,736,333,0.407756233
faced,548,214,334,0.280839895
report,1364,1030,334,0.430242272
music,443,108,335,0.19600726
house,696,361,335,0.34153264
question,1238,902,336,0.421495327
younger,429,92,337,0.176583493
friend,689,352,337,0.338136407
death,996,659,337,0.398187311
trip,478,140,338,0.226537217
deputy,499,161,338,0.243939394
address,801,463,338,0.366297468
star,519,180,339,0.25751073
parts,714,375,339,0.344352617
dozens,564,224,340,0.284263959
500,528,186,342,0.260504202
lived,592,250,342,0.296912114
son,660,318,342,0.325153374
employees,597,254,343,0.298472385
jobs,709,366,343,0.340465116
right,2256,1913,343,0.458863037
students,590,246,344,0.294258373
concerns,755,411,344,0.352487136
someone,1258,914,344,0.420810313
visit,693,346,347,0.333012512
pressure,756,409,347,0.351072961
strong,1003,655,348,0.395054282
issues,1052,704,348,0.400911162
start,1315,967,348,0.423751096
nearby,473,124,349,0.207705193
weekend,497,147,350,0.22826087
growing,869,519,350,0.373919308
step,879,529,350,0.375710227
reported,1632,1282,350,0.439945093
college,631,280,351,0.307354555
stopped,626,274,352,0.304444444
carried,684,332,352,0.326771654
built,744,391,353,0.344493392
party,1156,802,354,0.409601634
together,1035,680,355,0.396501458
children,1158,803,355,0.409484957
discuss,646,290,356,0.30982906
followed,745,387,358,0.341872792
friends,848,490,358,0.366218236
live,1298,940,358,0.420017873
based,1347,989,358,0.423373288
morning,732,373,359,0.337556561
front,962,603,359,0.385303514
potential,1081,722,359,0.400443705
posted,853,493,360,0.366270431
allowed,1053,693,360,0.396907216
remarks,522,161,361,0.235724744
com,375,13,362,0.033505155
support,2136,1773,363,0.453568688
agency,741,376,365,0.336615936
love,896,530,366,0.371669004
running,1077,711,366,0.397651007
general,1068,700,368,0.395927602
use,2304,1936,368,0.456603774
drew,465,96,369,0.171122995
bill,582,213,369,0.267924528
planned,668,296,372,0.307053942
experts,718,346,372,0.32518797
difficult,953,581,372,0.37874837
earlier,994,621,373,0.384520124
billion,886,512,374,0.366237482
building,904,530,374,0.369595537
hoped,465,90,375,0.162162162
nine,569,194,375,0.254259502
increasingly,752,377,375,0.333923826
performance,496,120,376,0.194805195
reporter,608,232,376,0.276190476
playing,734,358,376,0.327838828
50,795,419,376,0.345140033
hit,948,572,376,0.376315789
older,526,149,377,0.220740741
community,925,547,378,0.371603261
residents,605,226,379,0.271961492
soon,982,603,379,0.38044164
include,1071,692,379,0.392512762
name,1243,864,379,0.410061699
getting,1376,997,379,0.420143279
intended,621,241,380,0.279582367
relationship,772,392,380,0.336769759
line,1078,698,380,0.393018018
lead,1258,878,380,0.411048689
attended,501,120,381,0.193236715
roughly,563,181,382,0.24327957
fellow,727,345,382,0.321828358
special,943,561,382,0.373005319
remained,604,221,383,0.267878788
car,615,232,383,0.27390791
cost,842,458,384,0.352307692
urged,529,143,386,0.212797619
great,1613,1227,386,0.432042254
noted,904,516,388,0.363380282
popular,932,544,388,0.368563686
judge,602,213,389,0.261349693
families,696,307,389,0.306081755
attack,1157,768,389,0.398961039
prominent,624,233,391,0.271878646
hearing,583,191,392,0.246770026
agreed,750,357,393,0.322493225
similar,1118,725,393,0.393380358
doing,1569,1176,393,0.428415301
behind,1478,1084,394,0.423106948
miles,627,232,395,0.27008149
remains,969,574,395,0.372002592
times,1337,942,395,0.413339184
return,889,493,396,0.356729378
attacks,951,555,396,0.368525896
coming,1395,999,396,0.417293233
vice,600,203,397,0.252801993
father,686,289,397,0.296410256
give,1676,1278,398,0.432633717
workers,689,290,399,0.296220633
kept,838,439,399,0.343774471
figure,751,351,400,0.318511797
mostly,800,400,400,0.333333333
life,1531,1131,400,0.42486852
seeking,763,362,401,0.321777778
dozen,578,176,402,0.233421751
mother,665,262,403,0.282632147
staff,852,449,403,0.345119139
every,2314,1911,403,0.452307692
opening,626,222,404,0.261792453
rules,720,316,404,0.305019305
30,889,483,406,0.352040816
sense,939,532,407,0.361658736
remain,947,540,407,0.363147276
keep,1778,1371,407,0.43537631
needed,973,565,408,0.367360208
online,834,425,409,0.3375695
officer,662,251,411,0.274917853
stay,860,448,412,0.342507645
largest,914,502,412,0.354519774
considered,946,534,412,0.360810811
100,869,456,413,0.344150943
born,694,280,414,0.287474333
charged,695,281,414,0.287909836
recalled,464,47,417,0.091976517
critics,532,115,417,0.177743431
believed,846,427,419,0.335428123
program,889,470,419,0.345842531
away,1638,1219,419,0.426671334
issue,1190,768,422,0.392236977
know,2897,2475,422,0.460722264
adviser,575,152,423,0.209078404
career,701,278,423,0.283963228
ended,742,319,423,0.300659755
woman,1070,647,423,0.376820035
does,2238,1815,423,0.447816432
offer,846,421,425,0.332280979
officers,753,327,426,0.302777778
message,934,505,429,0.350938151
try,1246,815,431,0.395439107
arrived,636,203,433,0.241954708
leader,988,554,434,0.359273671
white,1115,681,434,0.379175947
look,1928,1493,435,0.436422099
expressed,859,423,436,0.329953198
released,1310,874,436,0.40018315
secretary,831,393,438,0.321078431
especially,1342,901,441,0.40169416
run,1396,954,442,0.405957447
5,1014,571,443,0.360252366
black,1081,638,443,0.371146015
brought,1151,708,443,0.380849919
groups,1160,717,443,0.381992541
acknowledged,575,131,444,0.185552408
focused,721,277,444,0.27755511
approach,744,300,444,0.287356322
leave,1140,696,444,0.379084967
already,2098,1654,444,0.440831557
longtime,558,113,445,0.168405365
clear,1668,1223,445,0.423037011
6,831,384,447,0.316049383
women,1303,856,447,0.396479852
meet,787,339,448,0.301065719
focus,932,484,448,0.34180791
scheduled,591,141,450,0.192622951
cut,898,448,450,0.332838039
effort,1112,662,450,0.373167982
plan,1125,674,451,0.374652585
signed,758,306,452,0.287593985
case,1632,1179,453,0.419423693
enough,1566,1111,455,0.41501681
leaving,872,416,456,0.322981366
better,1694,1238,456,0.422237381
ran,726,269,457,0.270351759
room,792,334,458,0.296625222
deal,1198,740,458,0.381836945
official,1282,821,461,0.390394674
criticism,665,202,463,0.232987313
issued,828,361,467,0.303616484
always,1762,1295,467,0.423617926
returned,675,205,470,0.232954545
center,753,282,471,0.272463768
speech,967,495,472,0.338577291
close,1514,1042,472,0.407668232
joined,768,295,473,0.277516463
argued,676,201,475,0.229190422
best,1773,1298,475,0.422663627
calls,1010,531,479,0.344581441
high,1527,1046,481,0.406529343
looked,817,335,482,0.290798611
you,4844,4362,482,0.473821421
legal,1160,677,483,0.368535656
too,1949,1465,484,0.429115407
annual,703,218,485,0.23669924
looking,1291,806,485,0.384358608
served,887,399,488,0.310264386
travel,663,174,489,0.207885305
calling,1075,585,490,0.352409639
large,1436,946,490,0.397145256
talk,1246,755,491,0.377311344
referring,718,226,492,0.23940678
eight,935,443,492,0.321480406
sought,728,235,493,0.244029076
authorities,814,320,494,0.282186949
pay,1212,717,495,0.371695179
state,2273,1778,495,0.438903974
reporters,765,269,496,0.260154739
given,1722,1226,496,0.41587517
go,2643,2147,496,0.44822547
lawyer,663,164,499,0.198307134
largely,918,419,499,0.313388182
particularly,1080,581,499,0.349789284
shot,857,357,500,0.294069193
policy,1511,1010,501,0.400634669
accused,1016,513,503,0.335513407
care,1153,650,503,0.360510261
phone,827,323,504,0.280869565
health,1211,707,504,0.368613139
head,1323,819,504,0.382352941
seen,1751,1246,505,0.415749082
final,1054,548,506,0.342072409
face,1418,912,506,0.391416309
opened,743,236,507,0.241062308
almost,1590,1083,507,0.405162738
call,1613,1105,508,0.406548933
hard,1436,927,509,0.392297926
grew,704,194,510,0.216035635
feel,1347,837,510,0.383241758
open,1369,857,512,0.384995508
major,1774,1262,512,0.415678524
thought,1382,868,514,0.385777778
chairman,785,267,518,0.253802281
quickly,1008,489,519,0.326653307
end,2036,1515,521,0.426640383
20,1156,632,524,0.353467562
lost,1312,781,531,0.373148591
companies,982,448,534,0.313286713
adding,851,316,535,0.270779777
play,1048,512,536,0.328205128
social,1566,1029,537,0.396531792
others,1460,922,538,0.387069689
killed,1161,620,541,0.348119034
near,1309,768,541,0.369764083
recently,1375,834,541,0.377546401
find,1928,1384,544,0.417874396
man,1713,1168,545,0.405414787
place,1879,1320,559,0.412628947
conference,853,282,571,0.24845815
half,1254,680,574,0.351602896
me,2127,1553,574,0.42201087
same,2735,2161,574,0.441380719
criticized,734,159,575,0.178051512
saw,1237,661,576,0.348261328
job,1185,604,581,0.337618781
men,1257,676,581,0.349715468
received,1273,692,581,0.35216285
really,2209,1624,585,0.423689016
immigration,858,272,586,0.240707965
gave,1269,681,588,0.349230769
once,1826,1236,590,0.40365774
weeks,1208,617,591,0.338082192
role,1357,764,593,0.360207449
well,2575,1980,595,0.434687157
school,1063,465,598,0.304319372
10,1455,856,599,0.370402423
something,2211,1611,600,0.421507064
meeting,1152,550,602,0.323149236
small,1562,960,602,0.380650278
raised,968,364,604,0.273273273
past,1795,1190,605,0.398659966
hours,1162,555,607,0.323238206
spent,1181,574,607,0.327065527
taking,1740,1131,609,0.393939394
good,2369,1759,610,0.426114341
number,1943,1332,611,0.406717557
appeared,1265,653,612,0.340458811
tried,1251,638,613,0.337744839
different,1716,1103,613,0.391273501
showed,1108,493,615,0.307932542
plans,1186,570,616,0.324601367
local,1481,864,617,0.368443497
may,3246,2625,621,0.447112928
included,1079,457,622,0.297526042
member,1273,650,623,0.338013521
along,1663,1039,624,0.384529978
offered,988,363,625,0.268689859
spokesman,868,241,627,0.217312894
move,1476,849,627,0.36516129
felt,1106,477,629,0.301326595
government,2745,2116,629,0.435301378
second,1504,874,630,0.367535744
host,940,309,631,0.247397918
named,1009,378,631,0.272530642
efforts,1168,537,631,0.314956012
see,3041,2408,633,0.441915948
conservative,950,316,634,0.249605055
big,1756,1121,635,0.389641988
got,1881,1245,636,0.398272553
questions,1187,550,637,0.316637881
court,1018,371,647,0.267098632
met,1098,451,647,0.291155584
started,1358,709,649,0.343009192
himself,1365,714,651,0.343434343
leaders,1280,627,653,0.328788673
taken,1724,1071,653,0.383184258
without,2398,1737,661,0.420072551
late,1293,629,664,0.327263267
become,2208,1544,664,0.411513859
seven,1001,336,665,0.251308901
added,1279,614,665,0.324352879
turned,1424,759,665,0.34768667
far,2137,1472,665,0.407869216
suggested,1019,349,670,0.255116959
died,947,276,671,0.225674571
working,1855,1183,672,0.389400922
country,2272,1598,674,0.412919897
sometimes,1003,327,676,0.245864662
top,1784,1103,681,0.382057499
now,3797,3116,681,0.450744973
played,1014,331,683,0.246096654
won,1170,482,688,0.291767554
night,1209,519,690,0.300347222
worked,1334,642,692,0.324898785
law,1803,1111,692,0.381262869
put,2458,1766,692,0.418087121
television,941,248,693,0.208578638
professor,902,206,696,0.185920578
month,1203,507,696,0.296491228
help,2294,1597,697,0.410434336
series,1087,387,700,0.262550882
show,1943,1242,701,0.389952904
security,1551,849,702,0.35375
days,2052,1341,711,0.395225464
office,1436,719,717,0.333642691
